,Address,Price,Bedroom,Bathroom,Carpark,Area
971,"6 Churchill Road, Forster NSW 2428","$818,000",5 Beds,2 Baths,2 Parkings,525m² 
972,"83 Lethbridge Street, Penrith NSW 2750","$769,000 - $799,000",3 Beds,1 Bath,1 Parking,588m² 
973,"102 Chamberlain Road, Wyoming NSW 2250",Auction,4 Beds,2 Baths,2 Parkings,N/A
974,"8855 Ben Warby Lane, Gundagai NSW 2722","$799,000",35.09ha ,N/A,0,N/A
975,"21 Kale Road, Spring Farm NSW 2570","$799,000 - $849,000",4 Beds,2 Baths,2 Parkings,502m² 
976,"10 The Plateau, Port Macquarie NSW 2444","Price guide $790,000 to $840,000",4 Beds,2 Baths,2 Parkings,N/A
977,"89A Cardigan Street, Guildford NSW 2161","$790,000",3 Beds,2 Baths,2 Parkings,N/A
978,"10 Fairfield Avenue, Windsor NSW 2756","$790,000 - $850,000",4 Beds,1 Bath,− 0 Parkings,556m² 
979,"20/5 Carousel Close, Cromer NSW 2099","Guide $790,000",2 Beds,2 Baths,1 Parking,N/A
980,"26 Elizabeth Macarthur Avenue, Camden South NSW 2570","$785,000 - $845,000",3 Beds,1 Bath,2 Parkings,"1,157m² "
981,"20 Tallawang Avenue, Malua Bay NSW 2536",Auction on Sat 26th Jan at 11am,3 Beds,2 Baths,1 Parking,777.8m² 
982,"1 Warragai Place, Malua Bay NSW 2536","$780,000 - $850,000",5 Beds,3 Baths,2 Parkings,925m² 
983,"18 King George Parade, Forster NSW 2428","$780,000",3 Beds,2 Baths,2 Parkings,613m² 
984,"13 Kingsford Dr, Brunswick Heads NSW 2483","$775,000",3 Beds,2 Baths,1 Parking,808m² 
985,"105 Carthage Street, Tamworth NSW 2340",By Negotiation,5 Beds,3 Baths,2 Parkings,867m² 
986,"49 Elouera Cres, Forster NSW 2428","$770,000",3 Beds,2 Baths,2 Parkings,848m² 
987,"58 Panorama Crescent, Freemans Reach NSW 2756","Guide $770,000 - $790,000",4 Beds,2 Baths,2 Parkings,860m² 
988,"176 Heritage Drive, Moonee Beach NSW 2450","$769,000",3 Beds,2 Baths,6 Parkings,"10,000m² "
989,"2053 Livesy Street, Oran Park NSW 2570","$765,800",4 Beds,2 Baths,2 Parkings,502m² 
990,"21 Undara Circuit, Forster NSW 2428","$759,000",4 Beds,2 Baths,2 Parkings,624m² 
991,"1a High Street, Campbelltown NSW 2560","$755,000 - $765,000",4 Beds,2 Baths,1 Parking,329.2m² 
992,"8 North Shore Drive, Port Macquarie NSW 2444","$749,000",3 Beds,2 Baths,1 Parking,N/A
993,"5 Eltham Street, Blacktown NSW 2148","Guide Price: $730,000 - $780,000",3 Beds,1 Bath,2 Parkings,569.9m² 
994,"83 Lethbridge Street, Penrith NSW 2750","$769,000 - $799,000",3 Beds,1 Bath,1 Parking,588m² 
995,"3 Excelsa Court, Maloneys Beach NSW 2536","$750,000",5 Beds,2 Baths,3 Parkings,760m² 
996,"76 Jerry Bailey Road, Shoalhaven Heads NSW 2535","$740,000",5 Beds,2 Baths,2 Parkings,582m² 
997,"31 Emerald Drive, Diamond Beach NSW 2430","$725,000",4 Beds,3 Baths,2 Parkings,800m² 
998,"21 Iverison Road, Sussex Inlet NSW 2540","$725,000",4 Beds,2 Baths,3 Parkings,727m² 
999,"2/26i Coomburra Crescent, Ocean Shores NSW 2483","$725,000",3 Beds,2 Baths,2 Parkings,435.5m² 
1000,"6202/10 Sturdee Parade, Dee Why NSW 2099",Auction - contact Mark Griffiths,1 Bed,1 Bath,1 Parking,N/A
1001,"7 Ridge Avenue, Sussex Inlet NSW 2540","$725,000",4 Beds,3 Baths,2 Parkings,620m² 
1002,"14 Brunton Place, St Helens Park NSW 2560","Price Guide $720,000 - $760,000",4 Beds,2 Baths,2 Parkings,487m² 
1003,"94 Cedar Drive, Llanarth NSW 2795","$729,000",4 Beds,2 Baths,2 Parkings,"1,145m² "
1004,"2 McKenzie Crescent, Wilberforce NSW 2756",Guide - Mid $700's,3 Beds,1 Bath,1 Parking,739m² 
1005,"486 Sackville Road, Ebenezer NSW 2756","$735,000",3 Beds,1 Bath,3 Parkings,809.4m² 
1006,"92 North Solitary Drive, Sapphire Beach NSW 2450","$709,000",4 Beds,2 Baths,2 Parkings,504m² 
1007,"Lot 1047 6 Gale Street, Oran Park NSW 2570","$708,000",4 Beds,2 Baths,2 Parkings,450m² 
1008,"225A South Boambee  Road, Boambee NSW 2450","$699,000",4 Beds,3 Baths,8 Parkings,1.9ha 
1009,"14 Churchill Road, Forster NSW 2428","$699,000",3 Beds,1 Bath,1 Parking,556m² 
1010,"5 Partridge Street, Port Macquarie NSW 2444",Auction: Saturday 2 February 1.30pm,3 Beds,2 Baths,1 Parking,556m² 
1011,"10 Hinchen Street, Guildford NSW 2161",Auction Sat 2nd Feb 3:00pm,3 Beds,1 Bath,1 Parking,708.2m² 
1012,"11 Driftwood Court, Coffs Harbour NSW 2450","$699,000 - $729,000",4 Beds,2 Baths,2 Parkings,"1,609m² "
1013,"64 Akala Avenue, Forster NSW 2428","$699,000",4 Beds,2 Baths,3 Parkings,772m² 
1014,"18 Highlands Crescent, Blacktown NSW 2148","Guide Price: $700,000 - $740,000",3 Beds,1 Bath,2 Parkings,581.7m² 
1015,"5/1 Creighton Lane, Point Frederick NSW 2250","$700,000 - $725,000",3 Beds,2 Baths,2 Parkings,N/A
1016,"128 Sanctuary Point Road, Sanctuary Point NSW 2540","$699,000 - $720,000",2 Beds,2 Baths,− 0 Parkings,"1,032m² "
1017,"1140 East Bank Road, Nana Glen NSW 2450","$695,000 - $715,000",4 Beds,2 Baths,8 Parkings,2.05ha 
1018,"1 Neale Street, Long Jetty NSW 2261","Guide $690,000-$740,000",3 Beds,1 Bath,2 Parkings,N/A
1019,"50 McLachlan Avenue, Long Jetty NSW 2261","$690,000 - $750,000",3 Beds,1 Bath,1 Parking,708m² 
1020,"23 William Hart Crescent, Penrith NSW 2750","$689,000 - $719,000",3 Beds,2 Baths,1 Parking,185m² 
1021,"13 Narran Close, Forster NSW 2428","$689,000",4 Beds,2 Baths,2 Parkings,904m² 
1022,"1 Anchorage  Close, Moonee Beach NSW 2450","$680,000 - $720,000",3 Beds,2 Baths,2 Parkings,609m² 
1023,"16 Eggleton Street, Blacktown NSW 2148","$680,000 - $720,000",4 Beds,2 Baths,1 Parking,575m² 
1024,"10 Kundibar Street, Katoomba NSW 2780","$680,000  - $720,000",2 Beds,1 Bath,2 Parkings,285m² 
1025,"85 Golden Valley Drive, Glossodia NSW 2756","$679,000 - $695,000",3 Beds,1 Bath,2 Parkings,557m² 
1026,"62 Beltana Avenue, Googong NSW 2620","$679,000 - $709,000",4 Beds,2 Baths,2 Parkings,N/A
1027,"26 Fragar Avenue, Wyoming NSW 2250",New To Market,4 Beds,2 Baths,3 Parkings,620m² 
1028,"6 Collett Place, St Georges Basin NSW 2540","$670,000 - $690,000",4 Beds,2 Baths,2 Parkings,669m² 
1029,"604 Proposed Road, Spring Farm NSW 2570","$669,300",4 Beds,2 Baths,2 Parkings,390m² 
1030,"21 De Lore Crescent, Tuncurry NSW 2428","$669,000",4 Beds,2 Baths,2 Parkings,665m² 
1031,"17 Paine Place, Bligh Park NSW 2756","$700,000",5 Beds,2 Baths,2 Parkings,615m² 
1032,"2 Boult Close, Bligh Park NSW 2756",Just Listed,3 Beds,2 Baths,2 Parkings,689m² 
1033,"17 Pacific Street, Batemans Bay NSW 2536",AUCTION,5 Beds,3 Baths,2 Parkings,"1,157m² "
1034,"6 Macquarie Place, Glossodia NSW 2756","$660,000 - $690,000",4 Beds,1 Bath,2 Parkings,569m² 
1035,"22 Goorama Drive, Cambewarra NSW 2540","$669,000",3 Beds,3 Baths,1 Parking,"1,041m² "
1036,Lilli Pilli NSW 2536,"$679,000 - $739,000",3 Beds,2 Baths,2 Parkings,689m² 
1037,"13/52-54 Pacific Parade, Dee Why NSW 2099","For Sale Guide: $660,000 - $720,000",2 Beds,1 Bath,1 Parking,N/A
1038,"24 Promenade Avenue, Bateau Bay NSW 2261",Offers Invited,4 Beds,1 Bath,4 Parkings,N/A
1039,"14 Raymond Street, Freemans Reach NSW 2756","$649,000",3 Beds,1 Bath,1 Parking,695m² 
1040,"23 Margina Close, Tuncurry NSW 2428","$649,000",4 Beds,2 Baths,2 Parkings,640m² 
1041,"17 Lew Avenue, Eglinton NSW 2795","Buyers Guide $650,000  to  $665,000",5 Beds,2 Baths,2 Parkings,900m² 
1042,"8 Gilwara Lane, Glenthorne NSW 2430","$649,000",4 Beds,2 Baths,7 Parkings,2.84ha 
1043,"38 Ellmoos Ave, Sussex Inlet NSW 2540","$650,000",4 Beds,4 Baths,6 Parkings,765m² 
1044,"14 Peter Place, Bligh Park NSW 2756",Just Listed,3 Beds,1 Bath,1 Parking,692m² 
1045,"7 Forrest Crescent, Camden NSW 2570",Auction,3 Beds,1 Bath,1 Parking,N/A
1046,Green Point NSW 2428,"$649,000",4 Beds,3 Baths,1 Parking,617m² 
1047,"165 The Southern Parkway, Forster NSW 2428","$645,000",3 Beds,2 Baths,4 Parkings,854m² 
1048,"14 Barton Street, Katoomba NSW 2780","$645,000",4 Beds,2 Baths,− 0 Parkings,613m² 
1049,"12 Heard Avenue, Shoalhaven Heads NSW 2535","$640,000",2 Beds,1 Bath,2 Parkings,702m² 
1050,"57 St George Avenue, Vincentia NSW 2540","$640,000 - $680,000",3 Beds,2 Baths,1 Parking,744m² 
1051,"64 Karloo Street, Forster NSW 2428","$639,000",4 Beds,3 Baths,3 Parkings,787m² 
1052,"120 Boomerang Drive, Glossodia NSW 2756","$630,000 - $650,000",3 Beds,1 Bath,2 Parkings,696m² 
1053,"38-40 Forbes Street, Emu Plains NSW 2750","$629,000 - $649,000",4 Beds,2 Baths,2 Parkings,N/A
1054,"38-40 Forbes Street, Emu Plains NSW 2750","$629,000 - $649,000",3 Beds,2 Baths,2 Parkings,N/A
1055,"2/92 Rajah Road, Ocean Shores NSW 2483","$629,000",3 Beds,2 Baths,2 Parkings,N/A
1056,"3 John Forrest Place, Sunshine Bay NSW 2536","$629,000",4 Beds,2 Baths,2 Parkings,628m² 
1057,Forster NSW 2428,"$622,000",4 Beds,2 Baths,3 Parkings,520m² 
1058,"14 Macquarie Place, Glossodia NSW 2756","$635,000-$650,000",3 Beds,1 Bath,2 Parkings,556m² 
1059,"52 Bellevue Drive, Port Macquarie NSW 2444",Auction - Offers Welcome Prior,3 Beds,2 Baths,2 Parkings,273.9m² 
1060,"1 Avocet Street, Sussex Inlet NSW 2540","$610,000",3 Beds,3 Baths,1 Parking,654m² 
1061,"20 Gould Way, Blacktown NSW 2148",Sale by Negotiation,3 Beds,2 Baths,2 Parkings,N/A
1062,"56 Loder Crescent, South Windsor NSW 2756",Just Listed,3 Beds,1 Bath,2 Parkings,561m² 
1063,"514 Milro Avenue, East Albury NSW 2640",Auction,4 Beds,2 Baths,2 Parkings,790m² 
1064,"2/55 East Market St, Richmond NSW 2753",Just Listed,3 Beds,2 Baths,2 Parkings,N/A
1065,"8 Miller Avenue, Rosedale NSW 2536","$599,000",3 Beds,2 Baths,− 0 Parkings,664m² 
1066,"14/43-45 Brougham Street, Emu Plains NSW 2750","$599,000 - $649,000",3 Beds,1 Bath,1 Parking,N/A
1067,"35 Valder Ave, Richmond NSW 2753",Auction | Instructions to sell,4 Beds,2 Baths,4 Parkings,607m² 
